Date,Open,High,Low,Close,Volume
2017-03-26,966.3,1004.32,946.65,969.44,85332.41
2017-03-27,969.44,1048.85,961.8,1045.14,91256.43
2017-03-28,1045.14,1068.41,1015.45,1044.42,80000.9
2017-03-29,1044.42,1058.66,1008.34,1041.9,68852.51
2017-03-30,1041.9,1052.66,1020.93,1037.91,74984.88
2017-03-31,1037.91,1088.2,1035.18,1079.11,90987.94
2017-04-01,1079.11,1103.74,1067.47,1086.12,50658.36
2017-04-02,1086.12,1109.48,1074.21,1097.4,70980.71
2017-04-03,1097.4,1157.87,1095.55,1147.56,98499.3
2017-04-04,1147.56,1161.19,1122.15,1141.77,70998.95
2017-04-05,1141.77,1143.84,1110.06,1129.87,69469.37
2017-04-06,1129.87,1201.55,1130.51,1188.7,92357.58
2017-04-07,1188.7,1201.23,1173.18,1190.49,59746.57
2017-04-08,1190.49,1198.22,1166.65,1180.78,33180.63
2017-04-09,1180.78,1215.1,1173.99,1204.34,45351.08
2017-04-10,1204.34,1214.87,1194.81,1206.71,40013.05
2017-04-11,1206.71,1229.57,1195.76,1220.74,37394.78
2017-04-12,1220.74,1225.46,1207.36,1212.53,44783.23
2017-04-13,1212.53,1218.66,1150.29,1176.2,66051.93
2017-04-14,1176.2,1195.4,1162.16,1177.33,47217.49
2017-04-15,1177.33,1194.85,841.53,1176.99,28384.58
2017-04-16,1176.99,1187.97,1166.74,1176.8,18930.29
2017-04-17,1176.8,1202.97,1172.81,1194.01,46483.54
2017-04-18,1194.01,1213.88,1191.14,1206.09,52747.52
2017-04-19,1206.09,1218.21,1194.08,1215.2,43347.15
2017-04-20,1215.2,1246.64,1210.67,1238.09,55194.86
2017-04-21,1238.09,1256.97,1235.56,1249.64,41344.02
2017-04-22,1249.64,1256.97,1215.78,1240.89,43814.59
2017-04-23,1240.89,1256.23,1223.06,1249.14,42608.01
2017-04-24,1249.14,1256.36,1234.86,1248.18,38542.24
2017-04-25,1248.18,1272.62,1244.21,1264.31,43885.78
2017-04-26,1264.31,1309.2,1263.0,1286.63,58908.66
2017-04-27,1286.63,1346.79,1285.3,1332.91,61771.48
2017-04-28,1332.91,1356.15,1287.62,1329.62,77569.41
2017-04-29,1329.62,1343.69,1314.15,1336.28,40969.34
2017-04-30,1336.28,1358.94,1309.66,1351.91,40643.04
2017-05-01,1351.91,1448.68,1342.78,1415.81,100438.27
2017-05-02,1415.81,1471.14,1394.83,1445.93,70004.82
2017-05-03,1445.93,1496.39,1424.05,1485.55,81717.36
2017-05-04,1485.55,1609.84,1437.11,1516.76,136711.3
2017-05-05,1516.76,1588.11,1485.01,1507.77,120379.24
2017-05-06,1507.77,1560.42,1503.93,1545.29,59602.01
2017-05-07,1545.29,1572.89,1495.18,1554.45,71355.58
2017-05-08,1554.45,1667.67,1552.86,1664.47,107226.89
2017-05-09,1664.47,1757.39,1619.97,1697.5,127228.68
2017-05-10,1697.5,1766.18,1664.99,1752.31,89679.81
2017-05-11,1752.31,1864.76,1741.54,1819.29,109009.0
2017-05-12,1819.29,1822.51,1641.18,1686.39,109341.25
2017-05-13,1686.39,1770.5,1594.59,1763.74,75467.87
2017-05-14,1763.74,1802.75,1736.13,1772.55,40635.4
2017-05-15,1772.55,1776.65,1656.81,1708.92,80241.72
2017-05-16,1708.92,1752.55,1653.72,1729.34,75541.37
2017-05-17,1729.34,1842.83,1703.97,1801.3,94618.69
2017-05-18,1801.3,1980.49,1791.12,1880.99,73095.54
2017-05-19,1880.99,1969.7,1875.28,1962.0,98759.13
2017-05-20,1962.0,2048.45,1944.4,2040.18,89862.03
2017-05-21,2040.18,2094.94,1980.07,2044.19,78775.32
2017-05-22,2044.19,2264.76,1998.61,2124.41,174376.65
2017-05-23,2124.41,2286.3,2110.78,2272.58,114179.23
2017-05-24,2272.58,2496.98,2263.29,2445.28,149254.84
2017-05-25,2445.28,2781.76,2210.48,2307.22,248438.97
2017-05-26,2306.96,2616.52,2051.45,2244.89,191494.03
2017-05-27,2244.89,2322.37,1868.56,2052.43,222952.91
2017-05-28,2052.43,2300.52,2051.07,2189.02,125004.39
2017-05-29,2189.02,2337.35,2117.34,2278.21,92235.69
2017-05-30,2278.21,2329.26,2147.1,2192.55,120964.11
2017-05-31,2192.55,2330.62,2168.37,2303.34,117749.1
2017-06-01,2303.34,2460.84,2303.34,2412.65,122696.44
2017-06-02,2412.65,2493.97,2385.59,2492.6,83028.45
2017-06-03,2492.6,2582.77,2449.95,2545.43,70956.49
2017-06-04,2545.43,2559.79,2478.18,2524.06,59478.96
2017-06-05,2524.06,2705.38,2523.92,2704.96,86686.38
2017-06-06,2704.96,2931.24,2699.68,2870.5,192228.25
2017-06-07,2870.5,2880.95,2626.56,2691.51,122676.04
2017-06-08,2691.51,2808.41,2623.61,2798.78,95420.44
2017-06-09,2798.78,2852.07,2786.07,2811.43,67044.96
2017-06-10,2811.43,2914.19,2807.36,2900.25,86516.58
2017-06-11,2900.25,2977.86,2867.25,2973.45,83026.07
2017-06-12,2973.45,2985.06,2483.63,2656.77,217963.32
2017-06-13,2656.77,2784.77,2647.44,2712.99,116738.08
2017-06-14,2712.99,2803.72,2348.99,2467.27,174189.24
2017-06-15,2467.27,2521.6,2125.56,2442.46,262787.33
2017-06-16,2442.46,2536.42,2335.28,2508.58,117206.43
2017-06-17,2508.58,2690.71,2454.81,2655.1,95948.29
2017-06-18,2655.1,2676.04,2488.59,2539.56,92004.22
2017-06-19,2539.56,2617.75,2518.78,2616.82,81829.22
2017-06-20,2616.82,2800.48,2613.98,2754.38,111303.55
2017-06-21,2754.38,2804.41,2624.35,2677.62,116033.61
2017-06-22,2677.62,2757.32,2623.17,2722.84,78297.6
2017-06-23,2722.84,2759.66,2699.48,2710.37,56938.1
2017-06-24,2710.37,2741.56,2540.35,2590.05,86964.18
2017-06-25,2590.05,2660.66,2472.37,2541.62,86972.43
2017-06-26,2541.62,2584.75,2327.26,2446.05,165825.86
2017-06-27,2446.05,2585.06,2309.63,2583.75,159263.78
2017-06-28,2583.75,2616.95,2490.11,2577.74,110423.89
2017-06-29,2577.74,2605.86,2526.51,2558.37,75323.92
2017-06-30,2558.37,2576.28,2469.54,2480.61,73001.6
2017-07-01,2480.61,2529.62,2387.47,2424.61,66319.98
2017-07-02,2424.61,2555.34,2375.86,2536.46,67757.31
2017-07-03,2536.46,2617.48,2506.3,2572.47,83418.16
2017-07-04,2572.47,2658.73,2569.99,2617.32,80675.07
2017-07-05,2617.32,2642.74,2562.04,2627.86,89719.19
2017-07-06,2627.86,2634.84,2581.8,2614.24,60155.45
2017-07-07,2614.24,2617.48,2484.73,2513.88,90447.94
2017-07-08,2513.88,2568.73,2480.62,2564.86,54508.76
2017-07-09,2564.86,2576.73,2509.65,2511.43,39161.96
2017-07-10,2511.43,2530.34,2271.79,2344.02,123797.54
2017-07-11,2344.02,2412.75,2265.48,2324.29,146630.2
2017-07-12,2324.29,2424.82,2262.08,2403.09,109522.9
2017-07-13,2403.09,2436.66,2334.96,2362.44,88166.37
2017-07-14,2362.44,2370.53,2165.36,2234.17,114411.35
2017-07-15,2234.17,2237.13,1974.03,1975.08,155317.39
2017-07-16,1975.08,2044.41,1808.99,1914.09,189643.47
2017-07-17,1914.09,2233.83,1913.79,2233.39,176887.53
2017-07-18,2233.39,2400.74,2164.59,2320.23,202621.16
2017-07-19,2320.23,2412.38,2243.13,2282.58,154319.01
2017-07-20,2282.58,2932.81,2282.11,2866.02,310335.43
2017-07-21,2866.02,2873.96,2622.54,2675.08,193756.93
2017-07-22,2675.08,2876.71,2658.59,2836.53,121917.95
2017-07-23,2836.53,2856.67,2675.65,2756.61,108229.76
2017-07-24,2756.61,2798.89,2715.69,2763.42,83009.25
2017-07-25,2763.42,2779.08,2472.62,2582.58,205883.15
2017-07-26,2582.58,2631.73,2441.54,2559.21,135502.93
2017-07-27,2559.21,2712.92,2547.74,2691.88,103832.54
2017-07-28,2691.88,2843.78,2683.59,2806.75,138904.86
2017-07-29,2806.75,2812.13,2699.42,2733.5,84491.69
2017-07-30,2733.5,2773.06,2621.68,2766.49,82717.65
2017-07-31,2766.49,2916.3,2723.05,2883.27,91115.22
2017-08-01,2883.27,2946.02,2659.62,2746.99,123174.1
2017-08-02,2746.99,2773.8,2668.87,2720.53,81817.6
2017-08-03,2720.53,2822.88,2717.62,2809.99,68102.9
2017-08-04,2809.99,2892.67,2779.51,2878.49,68760.4
2017-08-05,2878.49,3344.01,2875.91,3262.8,159402.96
2017-08-06,3262.8,3295.07,3166.52,3232.03,60660.39
2017-08-07,3232.03,3425.13,3198.51,3401.91,88111.88
2017-08-08,3401.91,3494.87,3357.15,3429.38,106940.67
2017-08-09,3429.38,3437.15,3251.03,3348.79,97062.76
2017-08-10,3348.79,3453.84,3322.92,3425.67,71000.32
2017-08-11,3425.67,3706.48,3409.79,3654.37,97564.43
2017-08-12,3654.37,3967.26,3611.36,3871.62,123593.57
2017-08-13,3871.62,4189.42,3847.31,4062.6,158586.97
2017-08-14,4062.6,4336.71,3978.95,4327.94,128460.0
2017-08-15,4327.94,4436.48,3837.13,4161.66,211581.81
2017-08-16,4161.66,4398.06,3938.62,4387.4,112901.04
2017-08-17,4387.4,4487.5,4194.1,4278.92,127475.88
2017-08-18,4278.92,4362.73,3978.28,4105.37,144398.64
2017-08-19,4105.37,4189.68,3957.46,4150.45,113724.38
2017-08-20,4150.45,4182.29,4034.4,4066.6,70163.05
2017-08-21,4066.6,4097.25,3966.93,4005.1,90644.62
2017-08-22,4005.1,4142.68,3612.21,4089.7,169138.73
2017-08-23,4089.7,4255.62,4070.49,4141.09,96649.15
2017-08-24,4141.09,4364.11,4111.71,4318.35,72358.36
2017-08-25,4318.35,4461.71,4292.63,4364.41,82901.88
2017-08-26,4364.41,4379.28,4263.28,4352.3,46159.77
2017-08-27,4352.3,4408.18,4321.12,4345.75,42516.01
2017-08-28,4345.75,4403.13,4195.23,4390.31,75486.08
2017-08-29,4390.31,4647.83,4350.22,4597.31,100801.36
2017-08-30,4597.31,4644.06,4491.79,4583.02,68471.63
2017-08-31,4583.02,4765.07,4580.13,4735.11,72293.57
2017-09-01,4735.11,4925.23,4690.17,4921.85,102012.79
2017-09-02,4921.85,4976.52,4448.64,4573.8,160770.39
2017-09-03,4573.8,4719.78,4397.74,4612.92,102823.39
2017-09-04,4612.92,4621.01,4098.58,4267.45,170399.25
2017-09-05,4267.45,4496.67,4004.62,4409.08,158410.81
2017-09-06,4409.08,4660.04,4401.53,4618.71,110931.13
2017-09-07,4618.71,4690.55,4493.2,4635.6,70531.23
2017-09-08,4635.6,4699.59,4130.88,4326.45,180364.02
2017-09-09,4326.45,4402.15,4185.33,4335.13,77087.34
2017-09-10,4335.13,4338.08,4032.15,4245.89,108075.24
2017-09-11,4245.89,4364.42,4134.62,4217.9,88757.81
2017-09-12,4217.9,4387.76,4074.97,4158.92,107041.94
2017-09-13,4158.92,4174.58,3752.01,3870.29,186540.37
2017-09-14,3870.29,3930.69,3218.98,3243.08,317592.57
2017-09-15,3243.08,3824.43,2979.88,3713.76,448551.92
2017-09-16,3713.76,3893.67,3551.83,3698.92,169361.61
2017-09-17,3698.92,3796.56,3485.83,3689.61,96068.08
2017-09-18,3689.61,4122.75,3689.0,4100.28,147927.08
2017-09-19,4100.28,4120.71,3852.22,3907.96,123214.81
2017-09-20,3907.96,4053.04,3846.76,3882.16,86645.15
2017-09-21,3882.16,3912.79,3576.54,3617.27,145124.78
2017-09-22,3617.27,3753.51,3505.81,3600.83,114717.36
2017-09-23,3600.83,3813.39,3563.18,3788.02,67820.32
2017-09-24,3788.02,3790.89,3633.88,3667.52,49661.76
2017-09-25,3667.52,3971.5,3665.67,3932.83,100194.7
2017-09-26,3932.83,3982.31,3858.75,3892.7,63252.3
2017-09-27,3892.7,4232.35,3882.08,4212.2,117596.07
2017-09-28,4212.2,4274.64,4112.88,4195.65,92228.17
2017-09-29,4195.65,4237.51,4030.37,4172.79,97803.91
2017-09-30,4172.79,4383.27,4164.25,4360.62,67493.68
2017-10-01,4360.62,4412.62,4258.32,4403.09,60583.85
2017-10-02,4403.09,4477.38,4364.67,4401.32,71201.48
2017-10-03,4401.32,4435.99,4230.73,4314.18,81867.3
2017-10-04,4314.18,4355.29,4183.57,4218.66,64081.96
2017-10-05,4218.66,4365.76,4143.35,4321.44,63613.2
2017-10-06,4321.44,4422.15,4296.93,4371.94,61692.93
2017-10-07,4371.94,4472.92,4319.48,4435.81,40202.08
2017-10-08,4435.81,4622.87,4419.36,4611.7,71366.95
2017-10-09,4611.7,4875.38,4556.15,4777.49,110191.77
2017-10-10,4777.49,4930.0,4722.81,4763.36,98485.0
2017-10-11,4763.36,4874.89,4718.6,4824.2,70482.75
2017-10-12,4824.2,5432.63,4814.98,5432.62,163916.09
2017-10-13,5432.62,5852.78,5391.97,5637.26,215018.92
2017-10-14,5637.26,5839.62,5568.86,5824.71,76224.35
2017-10-15,5824.71,5862.69,5448.22,5688.14,101636.95
2017-10-16,5677.35,5795.33,5576.1,5759.33,61358.95
2017-10-17,5759.25,5773.32,5521.09,5598.58,65637.43
2017-10-18,5598.58,5601.3,5114.87,5575.83,122020.31
2017-10-19,5576.71,5737.41,5517.62,5698.65,83056.09
2017-10-20,5698.62,6075.32,5611.39,5993.11,123860.51
2017-10-21,5993.11,6187.2,5874.54,6006.65,112943.89
2017-10-22,6006.65,6070.56,5722.98,5982.86,105030.93
2017-10-23,5982.86,6048.98,5644.22,5903.61,137140.4
2017-10-24,5903.61,5904.63,5463.41,5513.08,143735.81
2017-10-25,5513.08,5747.96,5375.64,5734.0,105839.48
2017-10-26,5734.0,5970.4,5689.92,5887.61,93675.55
2017-10-27,5887.62,5997.83,5692.32,5764.56,83933.5
2017-10-28,5764.56,5871.04,5654.8,5726.61,53232.17
2017-10-29,5726.61,6295.43,5679.37,6147.52,163055.75
2017-10-30,6147.7,6226.18,6018.97,6124.28,78624.31
2017-10-31,6124.28,6467.2,6090.83,6451.24,101249.62
2017-11-01,6449.1,6738.74,6355.0,6737.78,133191.93
2017-11-02,6737.78,7339.91,6737.77,7024.81,238796.19
2017-11-03,7024.81,7445.62,6938.93,7152.12,154886.75
2017-11-04,7146.98,7492.24,6957.84,7363.8,106602.67
2017-11-05,7363.8,7599.44,7284.33,7389.55,105727.2
2017-11-06,7389.55,7429.7,6934.73,6959.23,159688.48
2017-11-07,6959.27,7222.37,6957.8,7102.75,101044.57
2017-11-08,7102.23,7869.1,7026.97,7444.36,220224.38
2017-11-09,7444.36,7457.12,7040.83,7129.59,126769.9
2017-11-10,7129.59,7318.97,6406.05,6565.8,222001.18
2017-11-11,6565.8,6821.5,6197.87,6339.86,135719.07
2017-11-12,6339.87,6490.53,5493.64,5878.13,269832.87
2017-11-13,5878.09,6760.15,5828.34,6522.45,178340.89
2017-11-14,6522.45,6728.59,6419.18,6597.06,96502.09
2017-11-15,6597.06,7330.06,6596.94,7283.22,131120.23
2017-11-16,7283.02,7964.64,7119.17,7853.68,133937.8
2017-11-17,7853.68,8000.19,7534.7,7699.95,117347.03
2017-11-18,7699.95,7857.52,7458.9,7780.91,74382.12
2017-11-19,7781.02,8100.87,7675.41,8042.64,68618.85
2017-11-20,8042.64,8294.12,7947.28,8244.69,75703.64
2017-11-21,8245.87,8368.36,7819.06,8099.97,115454.28
2017-11-22,8099.92,8304.37,8091.63,8234.55,65811.68
2017-11-23,8234.5,8266.55,8012.35,8013.41,68010.7
2017-11-24,8013.38,8332.94,7900.17,8200.8,72994.63
2017-11-25,8203.45,8761.98,8153.7,8754.69,84670.41
2017-11-26,8754.62,9474.62,8746.56,9318.42,85891.98
2017-11-27,9318.42,9733.61,9316.84,9733.2,106902.79
2017-11-28,9732.63,9969.58,9638.2,9906.04,87754.89
2017-11-29,9906.04,11417.84,8938.7,9837.86,233325.32
2017-11-30,9848.05,10689.06,9023.77,9946.76,187008.87
2017-12-01,9947.08,10942.8,9420.93,10861.47,131918.85
2017-12-02,10861.47,11175.23,10715.55,10912.73,86825.51
2017-12-03,10912.72,11851.09,10578.43,11246.21,122125.7
2017-12-04,11244.2,11624.63,10917.81,11623.91,93173.9
2017-12-05,11624.37,11901.87,11486.13,11667.13,89687.21
2017-12-06,11667.13,13843.2,11661.76,13749.57,191576.66
2017-12-07,13750.09,16879.26,13401.61,16850.31,297108.66
2017-12-08,16867.98,17294.85,13906.1,16047.61,286762.02
2017-12-09,16048.18,16313.18,13151.47,14843.42,181979.81
2017-12-10,14839.98,15783.2,13031.0,15059.6,201620.09
2017-12-11,15060.45,17399.18,15024.56,16732.47,159724.56
2017-12-12,16733.29,17560.65,16254.53,17083.9,132846.57
2017-12-13,17083.9,17267.96,15669.86,16286.82,155407.35
2017-12-14,16286.82,16941.08,16023.64,16467.91,107918.03
2017-12-15,16467.91,17987.03,16442.2,17604.85,153651.15
2017-12-16,17594.08,19587.7,17318.54,19345.49,112173.97
2017-12-17,19346.6,19870.62,18750.91,19065.71,117408.38
2017-12-18,19065.71,19221.1,18114.42,18972.32,139251.39
2017-12-19,18971.19,19021.97,16812.8,17523.7,174543.37
2017-12-20,17521.73,17813.6,15642.69,16461.97,227676.13
2017-12-21,16461.09,17301.83,14952.98,15632.12,163735.02
2017-12-22,15632.12,15823.72,10875.71,13664.97,466980.6
2017-12-23,13664.97,15493.23,13356.07,14396.46,170169.39
2017-12-24,14396.63,14413.72,12166.45,13789.95,182417.29
2017-12-25,13789.95,14467.43,13010.71,13833.49,107475.98
2017-12-26,13830.19,16094.67,13748.49,15756.56,143135.26
2017-12-27,15757.02,16514.59,14534.66,15416.64,138705.28
2017-12-28,15416.34,15505.51,13466.07,14398.7,170366.63
2017-12-29,14398.45,15109.81,13951.08,14392.57,118874.63
2017-12-30,14392.14,14461.46,11962.09,12531.52,182065.44
2017-12-31,12532.38,14241.82,12359.43,13850.4,111270.55
2018-01-01,13850.49,13921.53,12877.67,13444.88,78425.21
2018-01-02,13444.88,15306.13,12934.16,14754.13,137732.17
2018-01-03,14754.09,15435.01,14579.71,15156.62,106543.39
2018-01-04,15156.49,15408.66,14244.67,15180.08,110968.82
2018-01-05,15180.08,17126.95,14832.36,16954.78,141960.42
2018-01-06,16954.76,17252.85,16286.57,17172.3,83927.99
2018-01-07,17174.5,17184.81,15791.13,16228.16,79006.37
2018-01-08,16228.26,16302.92,13902.31,14976.17,142453.96
2018-01-09,14976.17,15390.28,14221.55,14468.5,99730.65
2018-01-10,14468.09,14919.49,13450.54,14919.49,142303.9
2018-01-11,14920.36,14979.96,12825.95,13308.06,173452.27
2018-01-12,13308.06,14129.08,12851.91,13841.19,102068.02
2018-01-13,13841.19,14595.04,13830.28,14243.12,71300.93
2018-01-14,14244.12,14415.67,13031.91,13638.63,81536.0
2018-01-15,13638.63,14355.82,13416.71,13631.98,84089.84
2018-01-16,13634.6,13648.84,10032.69,11282.49,325702.79
2018-01-17,11282.49,11736.3,9205.38,11162.7,348631.94
2018-01-18,11162.7,12018.43,10642.33,11175.52,204918.02
2018-01-19,11175.52,11780.49,10867.18,11521.76,110885.87
2018-01-20,11521.82,13031.04,11502.11,12783.94,119084.84
2018-01-21,12783.54,12787.35,11101.73,11549.93,130427.64
2018-01-22,11549.98,11913.74,10067.76,10814.52,165723.08
2018-01-23,10814.52,11388.52,9980.5,10858.23,158868.59
2018-01-24,10853.78,11531.6,10506.55,11429.02,115804.82
2018-01-25,11428.11,11741.92,10930.34,11175.87,93317.76
2018-01-26,11175.87,11656.54,10346.86,11104.2,142350.84
2018-01-27,11104.34,11638.69,10879.2,11459.71,90873.81
2018-01-28,11460.39,12064.19,11407.94,11767.74,87917.22
2018-01-29,11767.74,11860.29,11089.52,11233.95,80713.7
2018-01-30,11234.32,11263.7,9871.21,10107.26,164072.93
2018-01-31,10107.4,10377.96,9698.13,10226.86,122260.49
2018-02-01,10226.86,10280.84,8726.95,9114.72,208918.8
2018-02-02,9114.73,9147.93,7786.2,8870.82,322596.22
2018-02-03,8872.87,9504.37,8194.68,9251.27,139226.07
2018-02-04,9251.27,9400.99,7889.83,8218.05,164609.06
2018-02-05,8218.05,8391.29,6627.31,6937.08,341828.54
2018-02-06,6936.43,7932.38,5968.36,7701.25,495883.24
2018-02-07,7701.25,8572.68,7208.86,7592.72,271450.37
2018-02-08,7593.78,8643.94,7590.48,8260.69,193040.33
2018-02-09,8259.26,8743.2,7775.36,8696.83,162279.68
2018-02-10,8696.83,9081.49,8176.25,8569.29,155616.78
2018-02-11,8569.32,8573.35,7862.31,8084.61,123293.84
2018-02-12,8084.61,8997.34,8084.41,8911.27,124923.98
2018-02-13,8911.17,8955.15,8379.35,8544.69,98632.88
2018-02-14,8544.69,9508.22,8542.98,9485.64,133702.54
2018-02-15,9485.64,10223.58,9363.38,10033.75,168776.78
2018-02-16,10033.75,10303.14,9720.38,10188.73,105556.67
2018-02-17,10188.73,11119.45,10074.07,11097.21,123660.48
2018-02-18,11097.21,11288.34,10161.01,10417.23,154431.22
2018-02-19,10418.12,11265.96,10336.32,11182.28,108244.29
2018-02-20,11182.28,11802.23,11130.95,11256.43,142449.23
2018-02-21,11256.78,11295.58,10256.21,10481.66,183274.25
2018-02-22,10481.66,10941.57,9757.19,9847.96,175506.26
2018-02-23,9847.96,10420.67,9604.0,10175.51,139373.76
2018-02-24,10175.51,10528.0,9396.54,9705.73,125269.68
2018-02-25,9705.73,9873.79,9329.44,9610.11,82430.45
2018-02-26,9610.11,10457.51,9411.82,10326.5,117416.47
2018-02-27,10326.5,10879.38,10154.24,10594.76,99772.39
2018-02-28,10594.76,11067.76,10303.14,10334.44,105434.79
2018-03-01,10334.44,11090.3,10247.56,10929.37,88432.44
2018-03-02,10929.37,11191.94,10801.45,11043.12,77195.49
2018-03-03,11043.12,11530.66,11043.12,11465.36,71279.36
2018-03-04,11465.36,11539.79,11084.01,11504.42,61016.39
2018-03-05,11503.94,11694.15,11431.55,11440.73,68323.51
2018-03-06,11440.33,11441.65,10589.28,10735.45,109876.55
2018-03-07,10735.45,10913.7,9470.73,9928.56,183060.08
2018-03-08,9928.56,10119.21,9086.85,9316.72,154879.22
2018-03-09,9316.77,9433.38,8393.45,9252.76,233598.15
2018-03-10,9252.76,9518.62,8727.43,8797.27,117409.38
2018-03-11,8797.27,9735.64,8484.32,9544.84,149877.66
2018-03-12,9543.98,9907.41,8796.52,9142.15,152959.8
2018-03-13,9142.27,9486.12,8856.65,9160.12,133768.47
2018-03-14,9160.12,9360.66,7966.94,8217.7,161775.05
2018-03-15,8216.22,8432.12,7698.47,8268.41,187365.71
2018-03-16,8267.95,8616.63,7924.11,8283.23,129688.11
2018-03-17,8283.23,8360.64,7765.41,7883.45,111641.32
2018-03-18,7882.67,8299.86,7318.46,8215.4,198796.34
2018-03-19,8215.5,8725.6,8129.66,8623.14,171829.52
2018-03-20,8623.14,9056.23,8339.8,8920.71,131959.66
2018-03-21,8920.53,9184.51,8778.69,8911.35,109985.22
2018-03-22,8911.37,9107.0,8500.88,8724.98,116522.98
2018-03-23,8724.98,8935.88,8307.58,8934.8,109649.39
2018-03-24,8935.51,9036.23,8515.53,8548.06,93296.24
2018-03-25,8548.39,8690.36,8395.85,8472.84,76775.64
2018-03-26,8472.56,8521.04,7869.27,8152.2,131859.97
2018-03-27,8152.18,8226.24,7752.3,7808.48,116523.1
2018-03-28,7808.42,8117.79,7752.6,7959.78,82590.62
2018-03-29,7959.78,7983.77,6927.11,7106.62,185805.88
2018-03-30,7106.62,7280.27,6595.26,6853.76,229837.79
2018-03-31,6853.75,7228.4,6806.34,6943.77,129526.48
2018-04-01,6943.77,7056.22,6463.54,6835.84,131344.01
2018-04-02,6835.58,8218.66,6792.3,7074.6,106513.22
2018-04-03,7074.65,7528.97,7039.88,7434.3,122807.02
2018-04-04,7434.3,7442.42,6727.09,6815.5,123910.33
2018-04-05,6815.5,6933.66,6602.38,6790.45,114426.84
2018-04-06,6790.45,6869.53,6526.67,6634.86,90749.16
2018-04-07,6634.86,7083.85,6624.47,6917.2,81312.77
2018-04-08,6917.2,7132.03,6911.02,7049.92,60386.23
2018-04-09,7049.92,7204.28,6633.69,6789.53,130534.03
2018-04-10,6789.53,6922.84,6676.72,6871.07,62035.53
2018-04-11,6871.07,6999.37,6839.16,6977.13,64802.3
2018-04-12,6977.04,8051.95,6791.33,7927.73,197276.82
2018-04-13,7927.73,8237.16,7758.8,7899.11,145665.26
2018-04-14,7898.74,8195.34,7841.19,8022.51,66678.63
2018-04-15,8022.51,8437.03,8021.04,8376.73,68822.07
2018-04-16,8376.73,8430.93,7929.24,8079.77,87681.75
2018-04-17,8079.77,8187.6,7858.12,7921.63,71933.6
2018-04-18,7921.65,8246.57,7908.92,8189.96,73050.12
2018-04-19,8189.92,8321.01,8136.42,8301.82,72820.98
2018-04-20,8301.82,8945.14,8243.49,8877.08,114730.74
2018-04-21,8877.15,9047.82,8631.18,8935.72,93635.24
2018-04-22,8935.85,9043.98,8788.44,8823.36,68212.83
2018-04-23,8823.46,9025.73,8804.2,8968.25,61895.95
2018-04-24,8967.86,9741.91,8957.68,9655.77,136352.05
2018-04-25,9657.69,9765.23,8757.06,8873.62,192797.41
2018-04-26,8873.57,9315.13,8669.38,9282.12,111690.32
2018-04-27,9289.01,9385.87,8923.48,8938.47,82025.4
2018-04-28,8938.47,9435.9,8892.52,9351.47,83347.1
2018-04-29,9349.94,9552.67,9189.07,9407.04,68227.03
2018-04-30,9407.35,9459.81,9133.6,9248.45,61631.36
2018-05-01,9248.25,9251.66,8851.1,9077.28,74147.8
2018-05-02,9077.28,9271.62,8993.82,9232.19,57618.44
2018-05-03,9232.19,9817.19,9172.28,9745.04,90631.98
2018-05-04,9746.26,9785.15,9547.21,9699.61,68689.75
2018-05-05,9700.37,9968.85,9687.09,9845.9,68875.75
2018-05-06,9846.44,9936.96,9441.93,9644.92,62904.49
2018-05-07,9643.99,9662.23,9202.13,9377.81,73842.44
2018-05-08,9377.08,9472.09,9063.07,9196.13,72659.12
2018-05-09,9196.13,9373.46,8987.27,9321.16,67939.11
2018-05-10,9321.52,9393.95,9017.13,9032.22,67915.99
2018-05-11,9032.22,9032.27,8363.5,8421.0,134727.27
2018-05-12,8420.82,8653.8,8225.97,8486.67,92805.87
2018-05-13,8488.07,8773.96,8350.91,8709.46,61066.94
2018-05-14,8709.46,8883.0,8312.72,8672.9,101370.46
2018-05-15,8672.88,8848.69,8441.25,8480.16,84517.8
2018-05-16,8480.16,8501.65,8119.17,8344.78,95203.5
2018-05-17,8342.69,8476.45,8015.77,8071.04,74445.77
2018-05-18,8071.04,8280.45,7940.35,8247.91,68665.67
2018-05-19,8247.91,8397.27,8160.8,8249.24,45978.21
2018-05-20,8249.24,8591.45,8181.46,8533.0,49694.23
2018-05-21,8533.22,8585.85,8347.88,8419.65,54602.79
2018-05-22,8419.67,8428.6,7962.43,7992.75,66032.52
2018-05-23,7992.75,8031.63,7460.66,7505.77,120597.47
2018-05-24,7505.77,7729.48,7283.77,7584.74,109709.83
2018-05-25,7584.78,7652.37,7347.96,7475.36,84630.56
2018-05-26,7475.36,7626.69,7314.71,7355.06,48994.09
2018-05-27,7355.06,7420.07,7256.67,7362.23,46446.45
2018-05-28,7362.23,7455.55,7092.91,7118.88,72505.5
2018-05-29,7118.88,7533.03,7069.01,7474.75,86536.7
2018-05-30,7474.75,7571.08,7295.78,7393.02,67797.62
2018-05-31,7393.02,7608.87,7349.52,7502.15,60780.47
2018-06-01,7501.74,7614.66,7370.27,7530.55,61082.25
2018-06-02,7530.55,7697.34,7467.79,7643.26,47435.99
2018-06-03,7643.26,7774.96,7606.76,7719.75,42988.84
2018-06-04,7719.73,7760.73,7469.21,7503.2,56223.86
2018-06-05,7503.32,7672.7,7394.97,7629.4,58424.84
